filename,context,age_sex,body_part,comm_mode,sound_type,elephant_id,receiver_id,country,session_id,mean_f0,std_f0,f0_range,f0_slope,mean_f1,mean_f2,mean_f3,duration,attack_time,temporal_centroid,rms_energy,mean_hnr,spectral_flatness,spectral_centroid,spectral_bandwidth,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4
session_01_call_0011.wav,Courtship,calf,body,acoustic,roar,E006,,Zimbabwe,01,24.02,2.015,12.413,-0.1424,117.82,201.82,326.21,5.23,0.119,0.503,0.0703,6.597,0.04271,72.18,45.19,108.59,-70.854,14.018,6.883,-4.147
session_01_call_0012.wav,Courtship,calf,mouth,seismic,rumble,E006,,Zimbabwe,01,23.381,2.71,4.386,-0.5349,111.94,194.69,304.66,5.469,0.13,0.768,0.04486,4.714,0.03529,75.2,71.15,155.62,-69.359,11.744,7.804,6.231
session_01_call_0013.wav,Courtship,calf,mouth,acoustic,rumble,E006,E015,Zimbabwe,01,24.464,1.57,4.829,-1.0365,110.46,186.69,303.74,6.434,0.174,0.543,0.05522,5.998,0.03275,89.33,66.19,133.21,-59.257,4.29,0.025,7.793
session_01_call_0014.wav,Coalition Building,calf,feet,acoustic,rumble,E006,E006,Zimbabwe,01,17.691,2.803,12.886,0.3328,115.55,189.53,300.45,3.744,0.145,0.388,0.01352,9.084,0.04153,32.02,73.64,141.96,-76.91,2.487,-11.858,-1.63
session_01_call_0015.wav,Courtship,subadult_male,mouth,seismic,rumble,E007,E009,Botswana,01,24.607,2.219,4.718,0.1723,116.22,176.83,310.24,6.011,0.356,0.703,0.07004,6.128,0.02296,77.27,74.55,152.9,-65.631,17.824,-1.447,-2.823
session_01_call_0016.wav,Lone & Object Play,subadult_male,trunk,acoustic,rumble,E007,E001,Botswana,01,19.796,1.23,5.168,-0.4131,107.92,178.07,291.72,2.738,0.082,0.42,0.04848,8.153,0.04238,80.42,62.96,200.18,-70.799,8.465,-3.014,-3.097
session_01_call_0017.wav,Attentive,subadult_male,feet,acoustic,bark,E007,E010,Botswana,01,17.689,0.762,6.405,0.3697,102.95,171.65,301.89,2.147,0.379,0.204,0.01079,10.278,0.03205,32.82,73.36,156.05,-73.175,11.817,-9.64,-3.469
session_01_call_0018.wav,Coalition Building,subadult_male,feet,acoustic,rumble,E007,E018,Botswana,01,18.684,0.785,14.608,-0.6112,106.6,197.19,271.58,2.465,0.478,0.494,0.03731,9.648,0.04892,75.7,54.22,163.08,-75.678,6.817,2.165,2.289
session_01_call_0019.wav,Lone & Object Play,subadult_male,body,seismic,roar,E007,E017,Botswana,01,23.583,0.773,11.613,0.3569,112.43,176.75,317.47,2.569,0.052,0.509,0.03256,7.923,0.02067,74.31,73.63,99.87,-87.511,18.055,10.197,-1.216
session_01_call_0020.wav,Attentive,calf,body,acoustic,rumble,E006,E005,Zimbabwe,01,15.011,2.716,12.497,1.0263,106.85,180.35,301.13,2.641,0.599,0.621,0.00481,11.684,0.04585,89.5,58.26,156.78,-81.324,12.936,1.278,-2.607
session_02_call_0001.wav,Lone & Object Play,calf,ears,acoustic,bark,E020,E006,Botswana,02,22.187,2.742,11.65,0.3924,98.5,155.98,253.15,2.995,0.135,0.725,0.04462,5.674,0.03981,74.32,68.17,158.12,-58.893,7.393,-1.742,-1.437
session_02_call_0002.wav,Maintenance,subadult_female,mouth,acoustic,rumble,E015,E013,Botswana,02,10.324,2.888,3.339,-0.3912,74.4,152.52,264.21,3.816,0.222,0.231,0.00691,12.612,0.00397,16.61,50.89,84.29,-76.61,13.237,-0.055,2.105
session_02_call_0003.wav,Avoidance,subadult_male,trunk,acoustic,roar,E007,E008,Botswana,02,24.235,1.724,5.385,0.564,98.08,168.45,284.56,2.11,0.232,0.758,0.03948,3.014,0.03587,85.99,65.49,137.9,-65.657,10.791,3.111,2.421
session_02_call_0004.wav,Lone & Object Play,subadult_female,trunk,acoustic,roar,E015,,Botswana,02,18.953,1.923,13.094,0.8988,101.77,165.34,268.84,1.943,0.555,0.473,0.06459,9.823,0.01872,47.92,68.55,139.3,-66.983,16.248,2.541,2.22
session_02_call_0005.wav,Maintenance,calf,mouth,seismic,trumpet,E020,E004,Botswana,02,13.593,0.548,6.123,0.1276,94.66,156.36,270.12,3.838,0.145,0.504,0.00609,10.108,0.00181,83.53,68.94,82.01,-71.213,10.221,-0.812,-3.247
session_02_call_0006.wav,Conflict & Confrontation,subadult_female,ears,visual,rumble,E015,E016,Botswana,02,21.899,1.237,5.007,0.5129,102.44,162.97,267.64,1.143,0.423,0.635,0.1197,3.522,0.04919,70.27,62.17,123.31,-73.673,11.264,-2.016,-1.884
session_02_call_0007.wav,Affiliative,calf,ears,acoustic,rumble,E020,E024,Botswana,02,20.243,0.873,13.864,-0.581,81.84,142.94,271.02,2.713,0.334,0.645,0.00396,7.644,0.02893,48.29,56.2,91.34,-77.034,8.369,5.71,5.512
session_02_call_0008.wav,Affiliative,subadult_male,body,acoustic,rumble,E007,E022,Botswana,02,19.678,2.298,9.553,-0.3536,112.11,176.15,288.35,3.579,0.257,0.436,0.02008,9.762,0.03454,30.13,66.67,78.79,-81.699,9.708,0.336,-2.081
session_02_call_0009.wav,Lone & Object Play,subadult_male,feet,acoustic,rumble,E007,E007,Botswana,02,21.882,1.671,10.483,-0.946,97.19,181.41,293.21,2.772,0.532,0.741,0.05137,6.025,0.0477,54.72,62.89,181.09,-72.51,-2.508,-6.816,-2.499
session_02_call_0010.wav,Attentive,subadult_male,trunk,acoustic,trumpet,E007,,Botswana,02,18.684,0.901,6.826,0.1948,105.72,177.5,316.94,1.66,0.116,0.738,0.00617,11.442,0.04248,50.36,63.97,134.33,-75.635,14.937,4.63,4.309
session_02_call_0011.wav,Lone & Object Play,calf,ears,visual,bark,E020,E004,Botswana,02,25.257,1.112,8.73,0.9411,99.54,169.71,269.87,2.539,0.119,0.771,0.05398,7.146,0.00902,100.19,48.49,148.03,-59.849,14.33,0.846,2.659
session_02_call_0012.wav,Foraging & Comfort Technique,calf,mouth,chemical,roar,E020,E005,Botswana,02,18.324,1.83,8.094,0.2259,95.1,148.4,259.68,4.516,0.487,0.574,0.01499,8.659,0.01139,66.75,49.98,105.55,-71.123,3.176,-1.023,-2.227
session_02_call_0013.wav,Attentive,subadult_male,feet,visual,rumble,E007,E010,Botswana,02,18.105,2.081,7.994,-0.2062,95.91,182.95,300.91,1.115,0.147,0.607,0.01112,12.116,0.02303,69.99,56.97,89.32,-63.983,17.396,7.177,3.944
session_02_call_0014.wav,Lone & Object Play,subadult_male,feet,visual,rumble,E007,E010,Botswana,02,23.995,1.772,7.306,0.317,111.49,186.62,306.74,2.609,0.415,0.212,0.02518,9.089,0.03913,50.88,49.55,103.13,-67.585,8.631,-1.347,1.859
session_02_call_0015.wav,Lone & Object Play,subadult_male,body,seismic,chirp,E007,E014,Botswana,02,23.183,1.006,5.316,-0.0023,116.78,194.45,299.8,2.534,0.063,0.44,0.03998,8.541,0.02275,97.25,66.77,100.91,-60.617,13.493,0.408,-2.287
session_02_call_0016.wav,Calf Reassurance & Protection,calf,body,seismic,roar,E020,E024,Botswana,02,22.78,2.608,8.248,-0.6887,106.41,165.09,277.64,3.265,0.372,0.446,0.04309,5.622,0.04317,66.84,59.4,93.8,-64.97,17.226,-0.309,-0.591
session_02_call_0017.wav,Calf Nourishment & Weaning,subadult_male,body,acoustic,trumpet,E009,E004,South Africa,02,17.128,0.981,14.751,0.1219,101.6,180.96,293.34,2.922,0.415,0.267,0.01342,7.956,0.02175,48.03,60.09,134.57,-69.993,6.72,4.905,4.738
session_02_call_0018.wav,Attentive,subadult_male,trunk,acoustic,trumpet,E009,,South Africa,02,17.231,1.653,12.237,-0.6779,97.86,189.75,304.28,3.248,0.491,0.495,0.00928,11.295,0.04407,82.98,56.39,117.47,-79.294,12.252,0.012,-2.249
session_02_call_0019.wav,Lone & Object Play,subadult_male,mouth,acoustic,rumble,E007,E020,Botswana,02,22.283,2.131,12.701,-0.1315,105.31,195.67,294.2,3.607,0.192,0.651,0.03893,7.362,0.02377,31.6,39.98,111.97,-68.742,13.451,1.892,-1.153
session_02_call_0020.wav,Protest & Distress,subadult_female,body,acoustic,rumble,E015,,Botswana,02,28.481,2.976,13.376,0.7365,95.4,162.51,269.48,0.918,0.209,0.641,0.07045,2.648,0.0416,135.72,55.88,156.34,-74.953,0.459,-0.468,-2.994
session_03_call_0001.wav,Attentive,subadult_male,feet,acoustic,rumble,E014,,Botswana,03,17.951,1.287,4.76,-0.1581,92.87,164.19,265.27,3.569,0.312,0.761,0.01225,11.564,0.0297,38.27,50.73,167.1,-79.491,3.387,-1.945,1.261
session_03_call_0002.wav,Attentive,subadult_female,body,acoustic,rumble,E017,,Kenya,03,15.324,1.402,9.936,-0.2445,99.91,169.08,255.82,1.591,0.113,0.572,0.00641,14.308,0.03796,79.45,64.11,123.25,-79.545,12.62,2.915,-1.73
session_03_call_0003.wav,Coalition Building,subadult_male,ears,acoustic,chirp,E014,,Botswana,03,18.21,2.947,7.168,-0.3963,91.15,163.97,276.03,4.781,0.526,0.554,0.04515,6.607,0.02214,65.1,55.88,36.95,-72.267,2.203,3.869,4.55
session_03_call_0004.wav,Protest & Distress,subadult_female,mouth,acoustic,rumble,E017,,Kenya,03,30.232,1.302,4.159,0.4997,119.5,196.1,294.14,2.388,0.192,0.696,0.11986,5.499,0.03378,136.55,74.49,166.39,-61.9,6.882,0.093,-1.799
session_03_call_0005.wav,Protest & Distress,subadult_female,mouth,visual,rumble,E002,E011,Zimbabwe,03,30.557,2.359,12.226,-0.6632,106.29,189.13,286.34,2.491,0.138,0.665,0.03612,4.068,0.04831,75.44,53.39,137.04,-72.444,10.267,-8.338,1.843
session_03_call_0006.wav,Calf Reassurance & Protection,subadult_male,feet,acoustic,rumble,E014,E004,Botswana,03,15.734,2.018,12.332,-0.3376,90.44,161.94,291.84,4.028,0.336,0.478,0.04071,5.331,0.03375,54.62,44.37,103.56,-64.393,11.465,-6.356,-0.371
session_03_call_0007.wav,Attentive,subadult_male,ears,acoustic,roar,E014,E006,Botswana,03,15.265,2.868,10.472,1.3554,86.17,147.93,271.89,2.913,0.344,0.796,0.01693,9.636,0.03558,71.75,58.91,81.47,-67.869,3.541,1.411,5.739
session_03_call_0008.wav,Lone & Object Play,subadult_male,feet,acoustic,rumble,E014,,Botswana,03,20.287,1.919,14.594,0.431,91.2,163.7,252.63,4.247,0.527,0.625,0.02182,6.239,0.04227,38.9,59.76,136.3,-65.408,10.886,1.165,4.421
session_03_call_0009.wav,Coalition Building,subadult_female,ears,acoustic,rumble,E017,,Kenya,03,17.966,1.466,12.138,-0.4579,100.17,193.11,286.67,3.895,0.163,0.785,0.03542,10.499,0.04687,34.69,71.83,94.84,-72.649,7.542,-2.323,2.084
session_03_call_0010.wav,Calf Reassurance & Protection,subadult_female,feet,visual,trumpet,E017,E015,Kenya,03,19.522,1.005,6.523,-0.4261,119.44,189.53,308.64,3.934,0.474,0.524,0.03351,11.4,0.03301,50.1,68.24,153.98,-65.002,13.727,-1.084,-2.787
session_03_call_0011.wav,Coalition Building,subadult_female,feet,acoustic,chirp,E002,E013,Zimbabwe,03,18.376,1.77,7.483,0.1803,83.47,173.73,266.7,3.763,0.59,0.481,0.02724,9.047,0.00396,74.51,58.95,94.45,-59.074,9.429,9.198,0.272
session_03_call_0012.wav,Attentive,subadult_female,mouth,acoustic,rumble,E017,E009,Kenya,03,18.271,2.901,11.575,-0.6801,96.0,160.9,295.95,3.093,0.395,0.648,0.00943,12.523,0.00643,34.81,56.09,177.86,-67.265,12.817,0.458,0.99
session_03_call_0013.wav,Protest & Distress,subadult_female,mouth,acoustic,rumble,E017,,Kenya,03,30.081,1.394,3.655,-0.3113,112.31,184.49,284.86,2.611,0.461,0.689,0.06456,4.039,0.0128,131.79,63.3,172.02,-60.97,-0.536,-0.173,5.993
session_03_call_0014.wav,Attentive,subadult_female,trunk,acoustic,rumble,E017,E002,Kenya,03,17.524,1.257,8.473,-0.1576,92.06,165.3,255.55,2.277,0.55,0.675,0.01324,14.157,0.00177,18.64,66.17,127.36,-68.763,14.907,-4.659,6.026
session_03_call_0015.wav,Maintenance,subadult_female,mouth,visual,bark,E002,,Zimbabwe,03,10.912,2.987,7.222,-0.0525,91.04,151.01,240.05,4.707,0.213,0.302,0.0053,11.89,0.04752,30.88,46.24,40.34,-80.373,13.858,3.236,-0.437
session_03_call_0016.wav,Foraging & Comfort Technique,subadult_female,feet,acoustic,chirp,E002,,Zimbabwe,03,13.48,2.536,7.589,-0.7935,86.09,153.23,271.05,4.381,0.509,0.328,0.01513,11.993,0.04971,54.09,71.9,74.76,-68.858,6.485,-0.477,-4.863
session_03_call_0017.wav,Calf Reassurance & Protection,subadult_male,trunk,acoustic,bark,E014,E018,Botswana,03,18.426,1.525,14.779,0.2263,93.17,160.83,289.57,3.509,0.465,0.259,0.04138,4.538,0.01008,91.65,65.08,118.37,-72.528,8.081,1.153,-0.757
session_03_call_0018.wav,Maintenance,subadult_female,trunk,acoustic,roar,E002,,Zimbabwe,03,12.729,1.505,2.457,0.2887,85.32,162.45,282.35,5.304,0.518,0.709,0.01477,13.209,0.0435,20.15,51.69,82.21,-73.772,11.415,4.338,-5.296
session_03_call_0019.wav,Courtship,subadult_female,trunk,seismic,rumble,E002,,Zimbabwe,03,22.583,2.362,5.098,0.0267,96.15,174.41,268.32,4.972,0.552,0.348,0.05804,6.296,0.02663,47.7,63.88,65.1,-62.694,10.643,9.548,-3.3
session_03_call_0020.wav,Protest & Distress,subadult_female,ears,acoustic,bark,E002,,Zimbabwe,03,34.187,2.967,12.241,-0.0447,101.2,173.35,282.92,2.252,0.235,0.564,0.11094,2.888,0.0022,89.64,49.75,183.61,-53.079,6.802,2.561,-1.615
session_04_call_0001.wav,Calf Reassurance & Protection,subadult_female,feet,seismic,rumble,E015,,Botswana,04,15.193,1.04,2.353,-0.564,91.2,167.47,246.9,2.778,0.312,0.47,0.03234,9.911,0.04451,41.55,37.24,116.79,-73.309,4.937,0.506,-1.751
session_04_call_0002.wav,Calf Nourishment & Weaning,subadult_female,trunk,acoustic,rumble,E015,E003,Botswana,04,15.741,0.725,3.723,-0.4703,91.64,167.22,280.26,1.582,0.401,0.513,0.01419,7.061,0.01796,27.73,58.1,61.65,-71.239,8.057,5.91,1.52
session_04_call_0003.wav,Birth,calf,mouth,seismic,rumble,E019,,South Africa,04,34.546,0.694,10.956,-0.3095,127.57,197.07,332.78,4.334,0.392,0.566,0.08289,6.078,0.03498,105.36,53.7,164.99,-71.142,9.279,-4.867,2.526
session_04_call_0004.wav,Aggressive,subadult_female,feet,acoustic,rumble,E008,E018,Botswana,04,23.228,2.401,8.394,0.1053,95.5,184.74,291.65,1.42,0.315,0.753,0.09651,3.178,0.04815,49.46,63.02,179.99,-81.652,9.96,1.095,-0.902
session_04_call_0005.wav,Aggressive,calf,body,visual,rumble,E020,E004,Botswana,04,27.217,1.925,6.241,-0.1522,100.45,168.06,247.21,1.48,0.325,0.654,0.10306,-0.174,0.01197,100.74,59.93,170.11,-70.089,13.322,3.731,1.452
session_04_call_0006.wav,Conflict & Confrontation,subadult_female,ears,visual,rumble,E008,E013,Botswana,04,27.426,1.01,14.813,-0.4381,105.91,180.95,283.23,0.992,0.351,0.536,0.09237,0.986,0.02101,125.56,50.99,141.06,-66.199,14.395,-5.989,-3.931
session_04_call_0007.wav,Aggressive,calf,ears,acoustic,rumble,E019,E022,South Africa,04,25.928,0.553,2.844,0.2376,117.02,194.14,327.69,3.193,0.384,0.467,0.05397,8.688,0.04033,96.54,61.57,147.2,-61.608,8.146,0.942,2.616
session_04_call_0008.wav,Aggressive,subadult_female,body,acoustic,rumble,E008,E023,Botswana,04,22.932,1.999,6.676,-0.813,106.22,184.1,273.78,1.423,0.292,0.586,0.05447,1.962,0.04072,91.12,70.25,106.26,-77.629,-0.78,-1.066,-1.745
session_04_call_0009.wav,Maintenance,subadult_female,feet,acoustic,bark,E015,,Botswana,04,10.34,2.561,14.025,-0.5805,88.53,163.64,270.46,4.198,0.584,0.53,0.01166,9.18,0.03108,-24.76,53.84,103.05,-77.368,2.669,-4.375,3.081
session_04_call_0010.wav,Advertisement & Attraction,calf,feet,chemical,trumpet,E020,,Botswana,04,30.704,1.281,4.272,-0.8596,104.67,161.3,293.95,3.384,0.523,0.427,0.0456,2.357,0.03131,81.97,60.95,135.11,-82.091,8.102,-7.211,-2.256
session_04_call_0011.wav,Foraging & Comfort Technique,calf,trunk,acoustic,roar,E020,E007,Botswana,04,21.405,2.384,12.956,0.454,88.71,159.63,262.99,3.793,0.319,0.285,0.01394,7.288,0.00332,79.68,59.11,111.21,-62.925,8.821,-1.227,0.314
session_04_call_0012.wav,Birth,adult_female,feet,acoustic,rumble,E001,,Zimbabwe,04,28.266,0.772,12.534,0.0155,121.41,188.26,308.09,1.644,0.24,0.453,0.07103,4.35,0.04718,103.56,69.65,173.11,-62.731,11.519,-0.366,-1.592
session_04_call_0013.wav,Avoidance,calf,trunk,acoustic,rumble,E019,E005,South Africa,04,23.742,1.867,7.883,0.5944,122.3,181.43,336.87,3.052,0.122,0.231,0.08862,7.185,0.0257,69.89,65.82,161.52,-68.012,6.05,0.52,-0.209
session_04_call_0014.wav,Protest & Distress,calf,feet,acoustic,rumble,E019,E006,South Africa,04,34.958,2.639,5.918,-0.1985,132.69,210.42,311.12,4.055,0.421,0.358,0.12768,6.786,0.03612,107.08,46.21,169.97,-57.238,12.49,0.409,-3.369
session_04_call_0015.wav,Protest & Distress,calf,feet,seismic,rumble,E019,E022,South Africa,04,36.027,1.096,9.885,-0.3014,126.73,189.44,342.24,3.621,0.336,0.52,0.09481,7.151,0.00169,136.71,58.04,202.47,-73.242,0.111,-1.046,0.169
session_04_call_0016.wav,Affiliative,calf,ears,acoustic,rumble,E020,,Botswana,04,19.9,1.348,4.627,0.0792,100.26,169.06,269.11,2.413,0.223,0.664,0.02117,7.925,0.04488,86.02,60.95,150.79,-63.083,5.977,-7.233,4.63
session_04_call_0017.wav,Calf Nourishment & Weaning,subadult_female,mouth,seismic,trumpet,E015,E019,Botswana,04,16.865,0.585,3.272,0.1057,98.51,172.35,293.05,1.755,0.266,0.455,0.02547,7.81,0.04479,74.48,65.55,102.96,-78.04,10.338,-0.112,0.58
session_04_call_0018.wav,Aggressive,adult_female,ears,acoustic,chirp,E001,E012,Zimbabwe,04,19.64,2.56,12.896,-0.1758,114.07,197.68,312.3,1.28,0.195,0.758,0.1449,5.354,0.03633,54.86,50.57,155.3,-73.095,10.637,-0.254,2.194
session_04_call_0019.wav,Foraging & Comfort Technique,calf,body,acoustic,rumble,E020,E012,Botswana,04,18.207,0.965,4.032,-0.472,99.9,166.27,278.06,4.442,0.113,0.758,0.01168,7.43,0.0184,42.17,57.0,60.58,-68.216,10.258,1.924,1.523
session_04_call_0020.wav,Conflict & Confrontation,subadult_female,mouth,acoustic,bark,E015,E010,Botswana,04,27.968,2.139,3.774,-0.2342,121.56,181.76,296.01,0.378,0.253,0.353,0.09467,1.453,0.01383,98.17,57.85,135.27,-70.332,9.116,0.363,1.814
session_05_call_0001.wav,Advertisement & Attraction,calf,feet,acoustic,rumble,E018,E024,Zimbabwe,05,27.299,2.246,3.645,0.0056,101.05,158.67,250.61,3.867,0.387,0.653,0.05333,1.901,0.00279,98.57,65.79,251.23,-64.132,12.425,-4.31,-3.861
session_05_call_0002.wav,Advertisement & Attraction,calf,mouth,acoustic,rumble,E018,E019,Zimbabwe,05,26.202,2.72,11.206,-0.6968,105.98,169.21,262.18,2.862,0.074,0.203,0.09448,1.976,0.03807,105.21,36.19,198.56,-76.359,11.66,0.987,3.254
session_05_call_0003.wav,Birth,calf,trunk,acoustic,rumble,E006,,Zimbabwe,05,31.114,1.462,11.933,-0.9232,122.41,200.77,295.9,3.15,0.094,0.358,0.0097,1.953,0.01071,97.97,40.16,236.09,-64.336,15.525,1.108,1.376
session_05_call_0004.wav,Birth,calf,feet,acoustic,rumble,E011,,Zimbabwe,05,34.974,1.424,11.462,-0.2133,130.86,200.11,337.31,1.895,0.099,0.214,0.10235,2.183,0.0125,113.71,63.69,190.11,-47.03,10.067,5.164,0.784
session_05_call_0005.wav,Lone & Object Play,calf,trunk,acoustic,trumpet,E006,,Zimbabwe,05,21.99,2.716,7.441,1.1172,112.57,193.5,324.22,3.756,0.188,0.419,0.0462,4.823,0.0305,80.36,70.0,95.86,-81.425,11.304,-0.134,-1.475
session_05_call_0006.wav,Avoidance,calf,trunk,acoustic,roar,E011,,Zimbabwe,05,24.22,2.37,2.142,0.4059,105.15,180.47,286.23,1.947,0.355,0.558,0.07119,4.206,0.04473,61.07,38.14,151.33,-65.298,16.046,6.285,4.71
session_05_call_0007.wav,Advertisement & Attraction,calf,feet,acoustic,rumble,E011,E004,Zimbabwe,05,29.583,1.718,14.109,-0.5503,115.97,185.37,320.9,4.133,0.449,0.241,0.05532,5.302,0.03811,98.07,67.9,116.18,-69.345,13.42,-2.456,-4.826
session_05_call_0008.wav,Birth,calf,ears,acoustic,rumble,E011,E024,Zimbabwe,05,35.74,2.39,8.258,-0.5799,122.14,189.61,292.66,2.699,0.412,0.632,0.13012,2.414,0.03161,136.61,51.34,148.54,-59.804,8.227,-9.489,-1.607
session_05_call_0009.wav,Birth,calf,trunk,visual,rumble,E011,E008,Zimbabwe,05,30.653,2.335,7.801,-1.1635,107.52,184.57,320.83,2.084,0.129,0.316,0.19585,2.559,0.02575,143.73,44.78,225.02,-72.82,10.512,-0.97,-2.874
session_05_call_0010.wav,Maintenance,calf,mouth,acoustic,bark,E006,E016,Zimbabwe,05,11.757,1.505,9.179,0.3698,106.83,207.15,296.23,4.797,0.573,0.697,0.00839,12.003,0.04708,24.6,55.89,74.13,-66.154,6.977,-7.37,-5.75
session_05_call_0011.wav,Courtship,calf,body,acoustic,rumble,E006,,Zimbabwe,05,22.248,1.067,9.323,0.331,114.6,184.9,300.67,5.468,0.546,0.697,0.05055,4.049,0.03232,93.11,57.2,206.15,-75.926,11.087,-0.143,-0.301
session_05_call_0012.wav,Birth,calf,feet,acoustic,rumble,E018,,Zimbabwe,05,34.607,1.349,14.609,-0.3509,115.01,163.39,290.33,3.138,0.404,0.77,0.10027,2.699,0.00223,126.1,70.09,227.02,-52.955,14.597,6.087,1.076
session_05_call_0013.wav,Calf Nourishment & Weaning,calf,feet,chemical,rumble,E018,E016,Zimbabwe,05,19.998,0.75,11.763,0.718,96.21,142.21,264.75,2.881,0.117,0.756,0.0234,3.06,0.00476,83.64,59.3,105.13,-61.342,7.29,4.593,1.627
session_05_call_0014.wav,Avoidance,calf,body,visual,rumble,E018,E008,Zimbabwe,05,21.766,0.811,14.253,0.2401,97.45,157.53,279.67,0.484,0.067,0.286,0.09637,0.138,0.03364,42.6,58.92,113.25,-85.797,11.945,-1.52,-6.298
session_05_call_0015.wav,Protest & Distress,calf,ears,chemical,rumble,E011,E022,Zimbabwe,05,34.4,2.755,9.426,0.1007,125.82,172.28,307.58,3.209,0.095,0.498,0.10549,3.163,0.02653,104.09,50.36,257.05,-51.821,5.044,3.872,-0.261
session_05_call_0016.wav,Coalition Building,calf,ears,seismic,trumpet,E018,E018,Zimbabwe,05,19.871,2.704,14.91,0.2349,97.0,143.14,256.18,3.254,0.267,0.539,0.03934,6.568,0.04219,67.79,62.05,166.38,-77.245,5.036,-0.786,2.482
session_05_call_0017.wav,Calf Nourishment & Weaning,calf,ears,acoustic,rumble,E018,E010,Zimbabwe,05,22.563,1.618,8.138,-0.3856,105.9,154.53,259.48,2.734,0.134,0.55,0.02384,6.844,0.0127,62.64,59.58,138.99,-76.608,9.722,0.021,3.421
session_05_call_0018.wav,Maintenance,calf,body,visual,trumpet,E006,E010,Zimbabwe,05,15.7,0.58,7.042,-0.4847,100.91,198.74,301.27,6.056,0.144,0.586,0.01718,11.218,0.01323,58.2,72.87,61.13,-72.316,7.07,1.073,-2.852
session_05_call_0019.wav,Advertisement & Attraction,calf,feet,seismic,roar,E006,,Zimbabwe,05,25.712,1.526,7.115,-0.1357,118.54,185.72,318.14,5.633,0.2,0.476,0.06497,5.925,0.03563,100.16,42.27,172.43,-57.281,8.892,3.983,-2.07
session_05_call_0020.wav,Foraging & Comfort Technique,calf,trunk,acoustic,trumpet,E011,E003,Zimbabwe,05,12.557,0.582,13.467,-0.1829,105.37,182.44,297.02,3.933,0.409,0.751,0.01886,8.917,0.00455,67.67,62.11,68.29,-70.519,-4.308,1.209,-0.34
session_06_call_0001.wav,Aggressive,calf,ears,acoustic,rumble,E003,,Botswana,06,28.228,1.149,10.291,0.645,91.96,167.12,262.91,1.253,0.564,0.431,0.12419,3.24,0.03725,72.76,77.27,150.87,-66.091,7.986,-3.778,-0.705
