segment_file_name, original_file_name
05_Courtship_Mating_seg004.wav,05_Courtship_Mating.wav
05_Courtship_Mating_seg005.wav,05_Courtship_Mating.wav
05_Lone & Object Play_Baroo-Rumble_seg001.wav,05_Lone & Object Play_Baroo-Rumble.wav
05_Movement Space & Leadership_Lets-Go-Rumble_seg001.wav,05_Movement Space & Leadership_Lets-Go-Rumble.wav
05_Movement Space & Leadership_Lets-Go-Rumble_seg002.wav,05_Movement Space & Leadership_Lets-Go-Rumble.wav
05_Movement Space & Leadership_Lets-Go-Rumble_seg003.wav,05_Movement Space & Leadership_Lets-Go-Rumble.wav
05_Novel & Idiosyncratic_Squelch_seg001.wav,05_Novel & Idiosyncratic_Squelch.wav
05_Novel & Idiosyncratic_Squelch_seg002.wav,05_Novel & Idiosyncratic_Squelch.wav
05_Novel & Idiosyncratic_Squelch_seg003.wav,05_Novel & Idiosyncratic_Squelch.wav
05_Protest & Distress_V8-Rumble_seg001.wav,05_Protest & Distress_V8-Rumble.wav
05_Protest & Distress_V8-Rumble_seg002.wav,05_Protest & Distress_V8-Rumble.wav
05_Protest & Distress_V8-Rumble_seg003.wav,05_Protest & Distress_V8-Rumble.wav
05_Social Play_Play-Trumpet_seg001.wav,05_Social Play_Play-Trumpet.wav
06_Advertisement & Attraction_Estrous-Rumble_seg001.wav,06_Advertisement & Attraction_Estrous-Rumble.wav
06_Advertisement & Attraction_Estrous-Rumble_seg002.wav,06_Advertisement & Attraction_Estrous-Rumble.wav
06_Advertisement & Attraction_Estrous-Rumble_seg003.wav,06_Advertisement & Attraction_Estrous-Rumble.wav
06_Affiliative_Conciliation_seg001.wav,06_Affiliative_Conciliation.wav
06_Affiliative_Conciliation_seg002.wav,06_Affiliative_Conciliation.wav
06_Aggressive_Dueling_seg001.wav,06_Aggressive_Dueling.wav
06_Aggressive_Dueling_seg002.wav,06_Aggressive_Dueling.wav
06_Aggressive_Dueling_seg003.wav,06_Aggressive_Dueling.wav
06_Aggressive_Dueling_seg004.wav,06_Aggressive_Dueling.wav
06_Aggressive_Dueling_seg005.wav,06_Aggressive_Dueling.wav
06_Aggressive_Dueling_seg006.wav,06_Aggressive_Dueling.wav
06_Aggressive_Dueling_seg007.wav,06_Aggressive_Dueling.wav
06_Aggressive_Dueling_seg008.wav,06_Aggressive_Dueling.wav
06_Aggressive_Dueling_seg009.wav,06_Aggressive_Dueling.wav
06_Aggressive_Dueling_seg010.wav,06_Aggressive_Dueling.wav
06_Attacking & Mobbing_Trumpet-Blast_seg001.wav,06_Attacking & Mobbing_Trumpet-Blast.wav
06_Calf Reassurance & Protection_Call-Calf-Rumble_seg001.wav,06_Calf Reassurance & Protection_Call-Calf-Rumble.wav
06_Calf Reassurance & Protection_Call-Calf-Rumble_seg002.wav,06_Calf Reassurance & Protection_Call-Calf-Rumble.wav
06_Coalition Building_Coalition-Rumbling_seg001.wav,06_Coalition Building_Coalition-Rumbling.wav
06_Courtship_Mating_seg001.wav,06_Courtship_Mating.wav
06_Courtship_Mating_seg002.wav,06_Courtship_Mating.wav
06_Courtship_Mating_seg003.wav,06_Courtship_Mating.wav
06_Lone & Object Play_Begging-Rumble_seg001.wav,06_Lone & Object Play_Begging-Rumble.wav
06_Movement Space & Leadership_Lets-Go-Rumble_seg001.wav,06_Movement Space & Leadership_Lets-Go-Rumble.wav
06_Movement Space & Leadership_Lets-Go-Rumble_seg002.wav,06_Movement Space & Leadership_Lets-Go-Rumble.wav
06_Novel & Idiosyncratic_Musth-Rumble_seg001.wav,06_Novel & Idiosyncratic_Musth-Rumble.wav
06_Protest & Distress_V8-Rumble_seg001.wav,06_Protest & Distress_V8-Rumble.wav
06_Social Play_Play-Trumpet_seg001.wav,06_Social Play_Play-Trumpet.wav
07_Advertisement & Attraction_Estrous-Rumble_seg001.wav,07_Advertisement & Attraction_Estrous-Rumble.wav
07_Advertisement & Attraction_Estrous-Rumble_seg002.wav,07_Advertisement & Attraction_Estrous-Rumble.wav
07_Advertisement & Attraction_Estrous-Rumble_seg003.wav,07_Advertisement & Attraction_Estrous-Rumble.wav
07_Advertisement & Attraction_Estrous-Rumble_seg004.wav,07_Advertisement & Attraction_Estrous-Rumble.wav
07_Advertisement & Attraction_Estrous-Rumble_seg005.wav,07_Advertisement & Attraction_Estrous-Rumble.wav
07_Advertisement & Attraction_Estrous-Rumble_seg006.wav,07_Advertisement & Attraction_Estrous-Rumble.wav
07_Advertisement & Attraction_Estrous-Rumble_seg007.wav,07_Advertisement & Attraction_Estrous-Rumble.wav
07_Advertisement & Attraction_Estrous-Rumble_seg008.wav,07_Advertisement & Attraction_Estrous-Rumble.wav
07_Advertisement & Attraction_Estrous-Rumble_seg009.wav,07_Advertisement & Attraction_Estrous-Rumble.wav
07_Aggressive_Dueling_seg001.wav,07_Aggressive_Dueling.wav
07_Attacking & Mobbing_Trumpet-Blast_seg001.wav,07_Attacking & Mobbing_Trumpet-Blast.wav
07_Calf Nourishment & Weaning_Guiding_seg001.wav,07_Calf Nourishment & Weaning_Guiding.wav
07_Calf Nourishment & Weaning_Guiding_seg002.wav,07_Calf Nourishment & Weaning_Guiding.wav
07_Calf Nourishment & Weaning_Guiding_seg003.wav,07_Calf Nourishment & Weaning_Guiding.wav
07_Calf Nourishment & Weaning_Guiding_seg004.wav,07_Calf Nourishment & Weaning_Guiding.wav
07_Calf Reassurance & Protection_Call-Calf-Rumble_seg001.wav,07_Calf Reassurance & Protection_Call-Calf-Rumble.wav
07_Coalition Building_Social-Trumpet_seg001.wav,07_Coalition Building_Social-Trumpet.wav
07_Coalition Building_Social-Trumpet_seg002.wav,07_Coalition Building_Social-Trumpet.wav
07_Coalition Building_Social-Trumpet_seg003.wav,07_Coalition Building_Social-Trumpet.wav
07_Coalition Building_Social-Trumpet_seg004.wav,07_Coalition Building_Social-Trumpet.wav
07_Coalition Building_Social-Trumpet_seg005.wav,07_Coalition Building_Social-Trumpet.wav
07_Conflict & Confrontation_Snort_seg001.wav,07_Conflict & Confrontation_Snort.wav
07_Courtship_Mating_seg001.wav,07_Courtship_Mating.wav
07_Courtship_Mating_seg002.wav,07_Courtship_Mating.wav
07_Courtship_Mating_seg003.wav,07_Courtship_Mating.wav
07_Courtship_Mating_seg004.wav,07_Courtship_Mating.wav
07_Courtship_Mating_seg005.wav,07_Courtship_Mating.wav
07_Courtship_Mating_seg006.wav,07_Courtship_Mating.wav
07_Courtship_Mating_seg007.wav,07_Courtship_Mating.wav
07_Movement Space & Leadership_Lets-Go-Rumble_seg001.wav,07_Movement Space & Leadership_Lets-Go-Rumble.wav
07_Movement Space & Leadership_Lets-Go-Rumble_seg002.wav,07_Movement Space & Leadership_Lets-Go-Rumble.wav
07_Movement Space & Leadership_Lets-Go-Rumble_seg003.wav,07_Movement Space & Leadership_Lets-Go-Rumble.wav
07_Movement Space & Leadership_Lets-Go-Rumble_seg004.wav,07_Movement Space & Leadership_Lets-Go-Rumble.wav
07_Movement Space & Leadership_Lets-Go-Rumble_seg005.wav,07_Movement Space & Leadership_Lets-Go-Rumble.wav
07_Protest & Distress_V8-Rumble_seg001.wav,07_Protest & Distress_V8-Rumble.wav
07_Social Play_Play-Trumpet_seg001.wav,07_Social Play_Play-Trumpet.wav
07_Social Play_Play-Trumpet_seg002.wav,07_Social Play_Play-Trumpet.wav
07_Social Play_Play-Trumpet_seg003.wav,07_Social Play_Play-Trumpet.wav
07_Social Play_Play-Trumpet_seg004.wav,07_Social Play_Play-Trumpet.wav
07_Social Play_Play-Trumpet_seg005.wav,07_Social Play_Play-Trumpet.wav
08_Advertisement & Attraction_Estrous-Rumble_seg001.wav,08_Advertisement & Attraction_Estrous-Rumble.wav
08_Advertisement & Attraction_Estrous-Rumble_seg002.wav,08_Advertisement & Attraction_Estrous-Rumble.wav
08_Advertisement & Attraction_Estrous-Rumble_seg003.wav,08_Advertisement & Attraction_Estrous-Rumble.wav
08_Advertisement & Attraction_Estrous-Rumble_seg004.wav,08_Advertisement & Attraction_Estrous-Rumble.wav
08_Advertisement & Attraction_Estrous-Rumble_seg005.wav,08_Advertisement & Attraction_Estrous-Rumble.wav
08_Advertisement & Attraction_Estrous-Rumble_seg006.wav,08_Advertisement & Attraction_Estrous-Rumble.wav
08_Affiliative_Conciliation_seg001.wav,08_Affiliative_Conciliation.wav
